,T,S/K,Date,DateStep,B Reward,A Reward,A PnL,B PnL,P0,P-1,S0,S-1,A Pos,B Pos,A TC,B TC,A PnL - TC,B PnL - TC,Expiry,v,episode,cr1,cr2,ticker
0,71.0,1.011442162162162,2026-04-16,0,-1040.9276777707644,-9061.449955243439,35.69696113737464,-3.711070307350411,8649.414550169437,8459.580069951633,75172.40272349142,74846.72,-0.4626428671181202,-0.580925844318209,-3.462730113518715,-4.348039401044859,39.15969125089336,0.6369690936944474,2026-06-26,0.5961172590690285,0,0,0,BTC
1,70.85714285714286,1.0158432800471815,2026-04-16,1,-5151.212381657638,-33393.928260638946,-119.02135486857765,20.293358147708545,7866.04290077075,8649.414550169437,73804.03455888815,75172.40272349142,-0.48563180956989527,-0.5873516592474799,-0.17281340401720044,-0.048304394768977243,-118.84854146456044,20.341662542477522,2026-06-26,0.5967697667465185,0,0,0,BTC
2,70.71428571428571,0.9973518183633533,2026-04-16,2,-64.8217311386878,-772.0296584249242,3.042439036411892,-0.2321022845929832,7886.683984949239,7866.04290077075,73840.95232475741,73804.03455888815,-0.4744664151221514,-0.5599110041003832,-0.08240511576849081,-0.2025231060794857,3.124844152180383,-0.029579178513497506,2026-06-26,0.5974117571103177,0,0,0,BTC
3,70.57142857142857,0.9978507070913164,2026-04-16,3,-3294.506233702589,-30726.51780122798,121.04218570839612,12.979233664641697,8569.871049999914,7886.683984949239,75036.37380780757,73840.95232475741,-0.4702220484614372,-0.5606411208408658,-0.03134080762425833,-0.005391251542548461,121.07352651602038,12.984624916184245,2026-06-26,0.5980505916600076,0,0,0,BTC
4,70.42857142857143,1.014005051456859,2026-04-16,4,-507.45017575530903,-12491.686581697486,-44.523058186860425,2.000180801826758,8330.541281549959,8569.871049999914,74623.25348195947,75036.37380780757,-0.4715741239488125,-0.5845989781047813,-0.010145484168706358,-0.17977107332892633,-44.51291270269172,2.1799518751556843,2026-06-26,0.598699709074566,0,0,0,BTC
5,70.28571428571429,1.0084223443508036,2026-04-16,5,-683.3411558570688,-14852.11295071931,-52.93592349746962,2.693068324890021,8062.097743029095,8330.541281549959,74152.7217233323,74623.25348195947,-0.4582204297184944,-0.5763650301429093,-0.09964961094696051,-0.061444398591604124,-52.836273886522655,2.754512723481625,2026-06-26,0.5993495822768785,0,0,0,BTC
6,70.14285714285714,1.0020638070720582,2026-04-16,6,-232.53356934877118,-7878.420193505917,-28.08077925150873,0.9172015248235823,7914.1603982856905,8062.097743029095,73890.01894112022,74152.7217233323,-0.45629824697971344,-0.5668945387094599,-0.014253508173021843,-0.07022627158477726,-28.06652574333571,0.9874277964083595,2026-06-26,0.5954901892210839,0,0,0,BTC
7,71.0,0.9985137694745975,2026-04-16,0,-29.651324737732306,-4182.141450337993,16.475896007886405,0.11798728506705913,8025.83756200652,7914.1603982856905,74088.56039378334,73890.01894112022,-0.47867061011493206,-0.5617003139824979,-0.16530943358189237,-0.038380136345966244,16.641205441468298,0.15636742141302537,2026-06-26,0.5961269910882688,0,0,0,BTC
8,70.85714285714286,1.0011967620781532,2026-04-16,1,-465.8385467376649,-11723.678699037657,46.18428163014926,1.8362600678358376,8307.836980519089,8025.83756200652,74583.75565080228,74088.56039378334,-0.47616894356906414,-0.5657031206493701,-0.018534487296864275,-0.029656218348320326,46.20281611744612,1.8659162861841578,2026-06-26,0.5967640450878107,0,0,0,BTC
9,70.71428571428571,1.0078885898757066,2026-04-16,2,-14269.867759744087,-35475.79213640118,-126.44138737273431,-50.860726222218716,7796.808498890445,8307.836980519089,73784.22510773165,74583.75565080228,-0.4810617808252573,-0.5756401345475712,-0.03649261783550527,-0.07411398164820586,-126.4048947548988,-50.78661224057051,2026-06-26,0.5973757684212276,0,0,0,BTC
10,69.57142857142857,0.9970841230774546,2026-04-17,3,-172.60478338785185,-5550.820157387802,-19.78491124316004,0.6811239952047998,7669.0519099517915,7796.808498890445,73554.24300768565,73784.22510773165,-0.46983868069946766,-0.5590020936568182,-0.08280877460878744,-0.1227624954434967,-19.702102468551253,0.8038864906482965,2026-06-26,0.5980298570883813,0,0,0,BTC
11,69.42857142857143,0.993976256860617,2026-04-17,4,-91.98061454920162,-6440.316218092267,25.371526247526887,0.36352112203115894,7812.625906146102,7669.0519099517915,73812.56393730298,73554.24300768565,-0.4572206325829029,-0.5542545670288842,-0.0928110977448474,-0.03492007272765148,25.464337345271733,0.3984411947588104,2026-06-26,0.5986838273049523,0,0,0,BTC
12,69.28571428571429,0.9974670802338241,2026-04-17,5,-616.0593455991516,-12449.364167770007,-44.37221562186261,2.4280250189180492,7568.992631370304,7812.625906146102,73372.7388157377,73812.56393730298,-0.4531150087714195,-0.5595413051635928,-0.03030466200876308,-0.03902276965879558,-44.34191095985385,2.4670477885768447,2026-06-26,0.5993415552758584,0,0,0,BTC
13,69.14285714285714,0.9915234975099689,2026-04-17,6,-81.84692937934255,-6581.083238032253,25.926049917352287,0.3236014853744962,7708.521341774518,7568.992631370304,73625.50310769236,73372.7388157377,-0.44933126121759415,-0.5504675164759898,-0.02776239210115159,-0.06657687274446904,25.95381230945344,0.39017835811896523,2026-06-26,0.5954298961338762,0,0,0,BTC
14,70.0,0.9949392311850319,2026-04-17,0,-737.0619171308258,-12855.968844047951,50.64471339027267,2.904690576323901,8043.973186070376,7708.521341774518,74223.74956795428,73625.50310769236,-0.47574482858181,-0.5558041452945565,-0.19447121860593158,-0.03929119816659809,50.839184608878604,2.9439817744904992,2026-06-26,0.5960715977920349,0,0,0,BTC
15,69.85714285714286,1.0030236428101929,2026-04-17,1,-1925.5713603429786,-18485.73230865731,-65.88661352938226,7.586587077032107,7590.9999923008145,8043.973186070376,73412.76526562698,74223.74956795428,-0.4773190598934889,-0.5680139619995026,-0.011684535064008584,-0.09062583773785471,-65.87492899431825,7.677212914769961,2026-06-26,0.5967273461960437,0,0,0,BTC
16,69.71428571428571,0.9920643954814456,2026-04-17,2,-1262.4990043054445,-17085.67798113852,67.30681104633896,4.974545446922548,8016.741027905147,7590.9999923008145,74175.66394272012,73412.76526562698,-0.4697592705488205,-0.5513764305386034,-0.05549850406177284,-0.12214071917384764,67.36230955040074,5.096686166096395,2026-06-26,0.5973734541999003,0,0,0,BTC
17,69.57142857142857,1.0023738370637854,2026-04-17,3,-406.94977572068586,-11630.80843050515,45.81843768356097,1.6042794701804723,8287.004033975129,8016.741027905147,74649.28927550437,74175.66394272012,-0.4738226868212223,-0.566994333244139,-0.030140659988105712,-0.11584683025759032,45.84857834354908,1.7201263004380627,2026-06-26,0.5980249685502436,0,0,0,BTC
18,69.42857142857143,1.0087741793987077,2026-04-17,4,-255.39470688940654,-11035.828457337366,43.47463244896642,1.0072584280017622,8513.538974538547,8287.004033975129,75040.33294583848,74649.28927550437,-0.4680219106376171,-0.576550305215741,-0.04330238193524004,-0.0713346516016735,43.51793483090166,1.0785930796034358,2026-06-26,0.5986801133867417,0,0,0,BTC
19,69.28571428571429,1.0140585533221416,2026-04-17,5,-25.37504205054294,-1626.8338410854676,6.409770052960447,-0.09150917539739112,8544.56118670055,8513.538974538547,75093.4771260163,75040.33294583848,-0.46232081949710846,-0.5843564384608241,-0.04278117773383393,-0.05857748377306113,6.45255123069428,-0.03293169162432999,2026-06-26,0.5993389734516075,0,0,0,BTC
20,69.14285714285714,1.0147767179191391,2026-04-17,6,-53.563414886087,-6715.916713380448,26.457199568721407,0.212184206959094,8671.42948094276,8544.56118670055,75309.8248674065,75093.4771260163,-0.46405866742134094,-0.5853924315953676,-0.013050104334684688,-0.007779632675155226,26.47024967305609,0.21996383963424923,2026-06-26,0.5954121101353652,0,0,0,BTC
21,70.0,1.0177003360460337,2026-04-17,0,-663.6061367135619,-15176.184073610391,59.78473968641981,2.6153261432042996,9020.761597681201,8671.42948094276,75897.60277553377,75309.8248674065,-0.4922523405402899,-0.5898204718281531,-0.2123260584956951,-0.033347493443690854,59.99706574491551,2.6486736366479904,2026-06-26,0.5960560020512233,0,0,0,BTC
22,69.85714285714286,1.0256432807504563,2026-04-17,1,-17.294472983221215,-2274.2496885370992,-8.106789698286832,0.06930992594330121,8974.399157586711,9020.761597681201,75820.24458479852,75897.60277553377,-0.4947735373862088,-0.6013486867517228,-0.019135279673048084,-0.08749638769800737,-8.087654418613784,0.1568063136413086,2026-06-26,0.5967090191990384,0,0,0,BTC
23,69.71428571428571,1.0245978997945746,2026-04-17,2,-680.7985564560288,-13096.978601037963,-46.68039734351811,2.683052260393083,8698.292769302308,8974.399157586711,75355.43315927466,75820.24458479852,-0.4936084020882845,-0.5998154314087422,-0.008834084326300102,-0.011625179511574242,-46.67156325919181,2.694677439904657,2026-06-26,0.597366215326748,0,0,0,BTC
24,69.57142857142857,1.0183166643145225,2026-04-17,3,-199.51048318174253,-6812.2128668089645,-24.28067823992609,0.7871136467246629,8557.641273173584,8698.292769302308,75115.85587776106,75355.43315927466,-0.48597407061606646,-0.5906554831424956,-0.05752883549704732,-0.06902518693195561,-24.22314940442904,0.8561388336566185,2026-06-26,0.5980228078044102,0,0,0,BTC
25,69.42857142857143,1.0150791334832576,2026-04-17,4,-983.2811142550163,-20944.43625856485,82.5076215904553,3.8746221187333276,8966.838438741288,8557.641273173584,75807.61063878336,75115.85587776106,-0.4721115529537201,-0.5858820352572442,-0.10412948788277265,-0.03585616233885444,82.61175107833807,3.910478281072182,2026-06-26,0.5986776804796904,0,0,0,BTC
26,69.28571428571429,1.0244271707943697,2026-04-17,5,-12.24307360963774,-2836.005831620541,-10.108961353031894,0.049410943073681324,8919.924888174253,8966.838438741288,75729.10150867226,75807.61063878336,-0.46908590011298656,-0.5994996129249497,-0.02293675124784561,-0.10323160256768053,-10.086024601784048,0.15264254564136187,2026-06-26,0.5993379654052822,0,0,0,BTC
27,69.14285714285714,1.0233662366036793,2026-04-17,6,-10.078869684831611,-937.9677605740891,3.696119176879783,-0.03699163586748,8937.231731834589,8919.924888174253,75758.08770939682,75729.10150867226,-0.4694608114659786,-0.597940729752966,-0.0028391699907489207,-0.011805282197131582,3.698958346870532,-0.025186353670348417,2026-06-26,0.5954071327230409,0,0,0,BTC
28,70.0,1.0237579420188758,2026-04-17,0,-586.8221748832083,-11516.112845832009,-41.045987032209126,2.312851001540764,8685.165285468313,8937.231731834589,75333.15412524506,75758.08770939682,-0.49708889168687165,-0.5986456404576997,-0.20930505246166656,-0.005340268699651401,-40.83668197974746,2.3181912702404155,2026-06-26,0.5960614001443708,0,0,0,BTC
29,69.85714285714286,1.0180155962870954,2026-04-17,1,-471.8476185787174,-13595.784464109774,53.55906984113548,1.8599316108646349,8988.368698975195,8685.165285468313,75843.57399283585,75333.15412524506,-0.48897632118314505,-0.5902597597417757,-0.061114552410915304,-0.06317348444486272,53.620184393546396,1.9231050953094977,2026-06-26,0.59670883117716,0,0,0,BTC
30,69.71428571428571,1.0249131620653493,2026-04-17,2,-347.26552702512544,-12727.473281236285,50.13853068443018,1.3691652464685262,9263.249845878257,8988.368698975195,76299.09485797727,75843.57399283585,-0.49330298230051994,-0.6002711891431136,-0.03281494425975488,-0.07593025865744252,50.171345628689934,1.4450955051259688,2026-06-26,0.5973601261101309,0,0,0,BTC
31,69.57142857142857,1.0310688494321252,2026-04-17,3,-5928.855313782174,-52774.94449030405,207.8975761735437,23.356727768798237,10284.803951540445,9263.249845878257,77937.81619799485,76299.09485797727,-0.4965042464900762,-0.6090907958043402,-0.024425356006439736,-0.06729280052549771,207.92200152955016,23.424020569323734,2026-06-26,0.5980086616365421,0,0,0,BTC
32,69.42857142857143,1.053213732405336,2026-04-17,4,-338.684823145789,-13347.440243073388,-47.573075076478375,1.3353632706443364,10062.597664399866,10284.803951540445,77588.13737454629,77937.81619799485,-0.49947656522272155,-0.639965201729077,-0.02316560310667713,-0.24062837741844184,-47.5499094733717,1.5759916480627782,2026-06-26,0.59867167870386,0,0,0,BTC
33,69.28571428571429,1.0484883428992742,2026-04-17,5,-15152.407476538268,-17476.2518371072,68.84539904828677,-54.00621208277937,10531.357824651306,10062.597664399866,78413.3001335739,77588.13737454629,-0.4845088133588433,-0.6334701520822126,-0.11613199878027047,-0.05039388042554155,68.96153104706704,-53.95581820235383,2026-06-26,0.5993237895150386,0,0,0,BTC
34,68.14285714285714,1.0596391909942418,2026-04-18,6,-373.580989894019,-19966.001205408316,78.65327135562416,1.472829777048446,10852.557378206686,10531.357824651306,78905.93099835336,78413.3001335739,-0.49222609819844365,-0.6487752480012028,-0.060513777234386,-0.12001230798689162,78.71378513285855,1.5928420850353375,2026-06-26,0.5953031476368573,0,0,0,BTC
35,43.0,0.7962417021276595,2026-04-16,0,-307.84577425649894,-6178.723885373039,-22.022841458182285,-1.0982714516647327,1190.8802161690674,1170.65570211649,74972.60346675293,74846.72,-0.3167724758386612,-0.15987915632341182,-2.370938080280304,-1.1966430447174634,-19.65190337790198,0.09837159305273069,2026-05-29,0.5938109279141311,1,0,0,BTC
36,42.857142857142854,0.7975808879441801,2026-04-16,1,-4.279990782543676,-415.70926038783745,-1.4827108871264556,-0.0163236803668394,1192.1619934152768,1190.8802161690674,74980.52877997103,74972.60346675293,-0.33323970437049866,-0.1618897504396809,-0.12345909949138502,-0.015073947541162844,-1.3592517876350705,-0.0012497328256765548,2026-05-29,0.5948295676978159,1,0,0,BTC
37,42.714285714285715,0.7976651997869258,2026-04-16,2,-422.0378508022951,-19169.35306847891,75.51503451124115,1.66371594023164,1121.9250168345297,1192.1619934152768,74536.72259246818,74980.52877997103,-0.3284938335418701,-0.16201126910584462,-0.03558479042520073,-0.0009111533845592683,75.55061930166636,1.664627093616199,2026-05-29,0.5958547897095389,1,0,0,BTC
38,42.57142857142857,0.7929438573666828,2026-04-16,3,-1194.6143798515798,-33019.237457986776,130.07389866565518,4.707127474353939,1007.1126429836968,1121.9250168345297,73765.05563974631,74536.72259246818,-0.3174537420272827,-0.15495300259870737,-0.08228922386182631,-0.052610005262619906,130.156187889517,4.759737479616559,2026-05-29,0.5968851696351267,1,0,0,BTC
39,42.42857142857143,0.7847346344653863,2026-04-16,4,-8.397206995148078,-6568.271976158487,-23.41124130949433,0.034260916670941555,1027.2164188361148,1007.1126429836968,73904.70994412995,73765.05563974631,-0.3112640082836151,-0.1430814801788871,-0.045658605399685595,-0.0875703511826537,-23.365582704094642,0.12183126785359526,2026-05-29,0.5979180046224091,1,0,0,BTC
40,42.285714285714285,0.786220318554574,2026-04-16,5,-0.10428434217139348,-2773.752165996209,-9.887081225414848,0.001592597734678236,1036.0402288376845,1027.2164188361148,73965.36773636668,73904.70994412995,-0.30807825922966003,-0.14518602626750626,-0.023544185978733645,-0.015553586824345166,-9.863537039436114,0.017146184559023402,2026-05-29,0.5989563291722876,1,0,0,BTC
41,42.142857142857146,0.7868656142166668,2026-04-16,6,-560.8840510300151,-21696.773806361,85.47130568442297,2.2106729229425923,960.6028436152465,1036.0402288376845,73433.85795073387,73965.36773636668,-0.3028121888637543,-0.14610236342956945,-0.038950683113980276,-0.006777721516250215,85.51025636753695,2.2174506444588427,2026-05-29,0.5928059345005123,1,0,0,BTC
42,43.0,0.7812112547950412,2026-04-16,0,-1576.6106912269809,-44878.39226372933,176.79067967523767,6.211925945856436,840.0810202748817,960.6028436152465,72516.17402348164,73433.85795073387,-0.3241521418094635,-0.13816525577544797,-0.15670750732905564,-0.05828524360124392,176.94738718256673,6.2702111894576795,2026-05-29,0.593822557051311,1,0,0,BTC
43,42.857142857142854,0.7714486598242728,2026-04-16,1,-1523.6834311064947,-48799.93672498176,-173.9303644804013,6.0034295343509,963.4974018299254,840.0810202748817,73454.81374549278,72516.17402348164,-0.3167273849248886,-0.1249865978226204,-0.05384149623238761,-0.09556658535031849,-173.8765229841689,6.098996119701218,2026-05-29,0.5948357127867678,1,0,0,BTC
44,42.714285714285715,0.781434188781838,2026-04-16,2,-11116.874035189092,-4620.506225815438,-16.46915189323166,-39.6230482001461,906.0214023999742,963.4974018299254,73325.16398122725,73454.81374549278,-0.31631289422512054,-0.13846501613133183,-0.0030446337150702284,-0.09900547064502385,-16.46610725951659,-39.524042729501076,2026-05-29,0.5957605288224956,1,0,0,BTC
45,41.57142857142857,0.7800549359705027,2026-04-17,3,-1223.82868295429,-39222.506707189525,-139.7951633917684,4.822211409318342,1020.2172341461956,906.0214023999742,74147.0965472113,73325.16398122725,-0.30895115435123444,-0.13302027588954007,-0.053980078343983814,-0.039923647106456746,-139.74118331342441,4.8621350564247985,2026-05-29,0.5968102547145026,1,0,0,BTC
46,41.42857142857143,0.7887988994384181,2026-04-17,4,-137.38841589334655,-12021.622212668331,47.35797082701932,0.5423961216638347,980.5872950196663,1020.2172341461956,73869.98822663196,74147.0965472113,-0.3140494376420975,-0.14529831978568447,-0.03780229033926558,-0.09103813061783171,47.39577311735859,0.6334342522816664,2026-05-29,0.5978684795122879,1,0,0,BTC
47,41.285714285714285,0.785850938581191,2026-04-17,5,-5649.426573407595,-73225.69633090647,-260.9869354333516,22.25597383770514,1243.3506818701062,980.5872950196663,75574.46490887881,73869.98822663196,-0.3072497844696045,-0.14108511579213712,-0.05022902997972372,-0.03112293293997418,-260.9367064033719,22.287096770645118,2026-05-29,0.5989300556271273,1,0,0,BTC
48,41.142857142857146,0.8039836692433916,2026-04-17,6,-1095.4428552500578,-29688.975888782807,-105.81642473573706,4.316460983100086,1373.4205589127869,1243.3506818701062,76321.71789512763,75574.46490887881,-0.31558695435523987,-0.1680152443210522,-0.0630077152961312,-0.20352300535000886,-105.75341702044092,4.519983988450095,2026-05-29,0.5926198856899413,1,0,0,BTC
49,42.0,0.8119331690971024,2026-04-17,0,-1492.115456049974,-36143.83011000482,142.38260978879475,5.879073776981301,1230.1097281021193,1373.4205589127869,75495.25722992138,76321.71789512763,-0.34596356749534607,-0.18063316624774195,-0.23183952986886125,-0.0963021477711561,142.61444931866362,5.9753759247524565,2026-05-29,0.5936624565476657,1,0,0,BTC
50,41.857142857142854,0.8031410343608657,2026-04-17,1,-2.661344603688157,-4106.3919523138875,16.17749593058373,-0.010554615732178974,1214.4595481505785,1230.1097281021193,75400.83144633778,75495.25722992138,-0.3377242684364319,-0.1667395783002718,-0.06220280018469755,-0.10488999959407938,16.239698730768428,0.09433538386190041,2026-05-29,0.5947056567466574,1,0,0,BTC
51,41.714285714285715,0.8021365047482742,2026-04-17,2,-1375.979845916568,-36974.69614897242,-131.78367541729605,5.421580645734764,1355.7497585229594,1214.4595481505785,76223.29649793166,75400.83144633778,-0.3319660425186157,-0.16518256852396807,-0.043417502185919006,-0.011739983170337852,-131.74025791511013,5.4333206289051015,2026-05-29,0.5957508167139393,1,0,0,BTC
52,41.57142857142857,0.8108861329567197,2026-04-17,3,-963.148404966733,-28132.335673691305,-100.26835738718022,3.7953133158416676,1482.4815811943427,1355.7497585229594,76909.77454672866,76223.29649793166,-0.3306591063737869,-0.1789302948129014,-0.009961898127114911,-0.10478970170937756,-100.2583954890531,3.900103017551045,2026-05-29,0.5968030756233764,1,0,0,BTC
53,41.42857142857143,0.8181890909226454,2026-04-17,4,-148.43947834458956,-9829.809794360423,38.723761860408004,0.5859295836107137,1432.5817095166058,1482.4815811943427,76644.71950077209,76909.77454672866,-0.3344699293375015,-0.19081782738300695,-0.02930895349767862,-0.0914267449883712,38.75307081390568,0.6773563285990849,2026-05-29,0.5978637191246731,1,0,0,BTC
