quote_datetime,expiration,strike,underlying_bid,bid,ask,ticker
2026-04-16 14:58:25,2026-12-25,94000.0,74846.72,5538.657279999999,5688.35072,BTC
2026-04-16 14:58:25,2026-12-25,140000.0,74846.72,785.89056,898.1606400000001,BTC
2026-04-16 14:58:25,2026-05-29,98000.0,74846.72,142.208768,172.147456,BTC
2026-04-16 14:58:25,2026-05-29,68000.0,74846.72,8719.642880000001,8869.33632,BTC
2026-04-16 14:58:25,2026-09-25,90000.0,74846.72,3854.60608,3929.4528,BTC
2026-04-16 14:58:25,2026-09-25,56000.0,74846.72,21443.58528,21780.39552,BTC
2026-04-16 14:58:25,2026-12-25,250000.0,74846.72,44.908032,82.33139200000001,BTC
2026-04-16 14:58:25,2026-09-25,62000.0,74846.72,16840.512000000002,17177.32224,BTC
2026-04-16 14:58:25,2027-03-26,70000.0,74846.72,16765.66528,17102.47552,BTC
2026-04-16 14:58:25,2026-04-17,73000.0,74846.72,1871.1680000000001,2058.2848,BTC
2026-04-16 14:58:25,2026-04-18,72000.0,74846.72,2731.90528,3218.4089599999998,BTC
2026-04-16 14:58:25,2026-04-18,71000.0,74846.72,3630.06592,4266.26304,BTC
2026-04-16 14:58:25,2026-04-19,74000.0,74846.72,1384.6643199999999,1496.9344,BTC
2026-04-16 14:58:25,2026-09-25,70000.0,74846.72,11676.08832,11863.20512,BTC
2026-04-16 14:58:25,2026-05-08,78000.0,74846.72,1758.89792,1833.7446400000001,BTC
2026-04-16 14:58:25,2026-06-26,155000.0,74846.72,7.484672000000001,22.454016,BTC
2026-04-16 14:58:25,2026-06-26,86000.0,74846.72,1908.59136,1946.01472,BTC
2026-04-16 14:58:25,2026-04-19,81000.0,74846.72,14.969344000000001,29.938688000000003,BTC
2026-04-16 14:58:25,2026-06-26,165000.0,74846.72,7.484672000000001,22.454016,BTC
2026-04-16 14:58:25,2026-05-29,96000.0,74846.72,194.601472,224.54016000000001,BTC
2026-04-16 14:58:25,2026-05-29,92000.0,74846.72,366.748928,411.65695999999997,BTC
2026-04-16 14:58:25,2026-04-24,73000.0,74846.72,2881.59872,2993.8688,BTC
2026-04-16 14:58:25,2026-05-01,73000.0,74846.72,3555.2192,3704.91264,BTC
2026-04-16 14:58:25,2026-04-24,64000.0,74846.72,10852.7744,11077.314559999999,BTC
2026-04-16 14:58:25,2026-04-24,58000.0,74846.72,16803.08864,17027.628800000002,BTC
2026-04-16 14:58:25,2026-12-25,40000.0,74846.72,36674.8928,36899.43296,BTC
2026-04-16 14:58:25,2027-03-26,105000.0,74846.72,5314.11712,5501.23392,BTC
